port,product,pol,date,role,objects
Qingdao,S1A_IW_GRDH_1SDV_20250621T095617_20250621T095642_059743_076B46_1176,VV,2025-06-21,adapt,1579
Qingdao,S1A_IW_GRDH_1SDV_20250715T095616_20250715T095641_060093_077760_1FAF,VV,2025-07-15,adapt,2267
Qingdao,S1A_IW_GRDH_1SDV_20250808T095615_20250808T095640_060443_078391_9942,VV,2025-08-08,eval,1227
Qingdao,S1A_IW_GRDH_1SDV_20250820T095615_20250820T095640_060618_078A74_3D5A,VV,2025-08-20,eval,1029
Qingdao,S1A_IW_GRDH_1SDV_20250901T095616_20250901T095641_060793_079158_54A8,VV,2025-09-01,eval,1919
Qingdao,S1A_IW_GRDH_1SDV_20250925T095616_20250925T095641_061143_079F62_D4E3,VV,2025-09-25,eval,837
Qingdao,S1A_IW_GRDH_1SDV_20251007T095617_20251007T095642_061318_07A66F_2CB9,VV,2025-10-07,eval,1186
Qingdao,S1A_IW_GRDH_1SDV_20251019T095616_20251019T095641_061493_07AD75_3A90,VV,2025-10-19,eval,596
Qingdao,S1A_IW_GRDH_1SDV_20251031T095616_20251031T095641_061668_07B482_0BCC,VV,2025-10-31,eval,855
Qingdao,S1A_IW_GRDH_1SDV_20251112T095615_20251112T095640_061843_07BB43_DBA5,VV,2025-11-12,eval,2699
Qingdao,S1A_IW_GRDH_1SDV_20251124T095615_20251124T095640_062018_07C214_78ED,VV,2025-11-24,eval,608
Qingdao,S1A_IW_GRDH_1SDV_20251206T095613_20251206T095638_062193_07C8EB_13B5,VV,2025-12-06,eval,777
Qingdao,S1A_IW_GRDH_1SDV_20251218T095612_20251218T095637_062368_07CFBE_D9B3,VV,2025-12-18,eval,695
Qingdao,S1A_IW_GRDH_1SDV_20251230T095611_20251230T095636_062543_07D685_8E60,VV,2025-12-30,eval,721
Qingdao,S1C_IW_GRDH_1SDV_20251025T215643_20251025T215708_004724_00954D_12A7,VV,2025-10-25,eval,1578
Richards Bay,S1A_IW_GRDH_1SDV_20250327T163005_20250327T163030_058492_073C79_EAA7,VH,2025-03-27,adapt,35
Richards Bay,S1A_IW_GRDH_1SDV_20250502T163006_20250502T163031_059017_0751E2_680E,VH,2025-05-02,adapt,41
Richards Bay,S1A_IW_GRDH_1SDV_20250526T163005_20250526T163030_059367_075E5F_4FCB,VH,2025-05-26,adapt,38
Richards Bay,S1A_IW_GRDH_1SDV_20250607T163005_20250607T163030_059542_076467_C24A,VH,2025-06-07,adapt,30
Richards Bay,S1A_IW_GRDH_1SDV_20250619T163004_20250619T163029_059717_076A60_94E5,VH,2025-06-19,adapt,24
Richards Bay,S1A_IW_GRDH_1SDV_20250713T163003_20250713T163028_060067_07767F_5920,VH,2025-07-13,adapt,26
Richards Bay,S1A_IW_GRDH_1SDV_20250725T163002_20250725T163027_060242_077C8C_6445,VH,2025-07-25,eval,37
Richards Bay,S1A_IW_GRDH_1SDV_20250911T163003_20250911T163028_060942_079755_9E0D,VH,2025-09-11,eval,38
Richards Bay,S1A_IW_GRDH_1SDV_20251216T162959_20251216T163024_062342_07CECD_EF29,VH,2025-12-16,eval,52
Richards Bay,S1C_IW_GRDH_1SDV_20250920T031050_20250920T031118_004202_008574_3319,VH,2025-09-20,eval,85
Richards Bay,S1C_IW_GRDH_1SDV_20251002T031050_20251002T031117_004377_008ACD_BFF1,VH,2025-10-02,eval,55
Richards Bay,S1C_IW_GRDH_1SDV_20251119T031050_20251119T031117_005077_00A0F4_F122,VH,2025-11-19,eval,146
Richards Bay,S1A_IW_GRDH_1SDV_20250327T163005_20250327T163030_058492_073C79_EAA7,VV,2025-03-27,adapt,47
Richards Bay,S1A_IW_GRDH_1SDV_20250502T163006_20250502T163031_059017_0751E2_680E,VV,2025-05-02,adapt,75
Richards Bay,S1A_IW_GRDH_1SDV_20250526T163005_20250526T163030_059367_075E5F_4FCB,VV,2025-05-26,adapt,50
Richards Bay,S1A_IW_GRDH_1SDV_20250607T163005_20250607T163030_059542_076467_C24A,VV,2025-06-07,adapt,35
Richards Bay,S1A_IW_GRDH_1SDV_20250619T163004_20250619T163029_059717_076A60_94E5,VV,2025-06-19,adapt,34
Richards Bay,S1A_IW_GRDH_1SDV_20250713T163003_20250713T163028_060067_07767F_5920,VV,2025-07-13,adapt,49
Richards Bay,S1A_IW_GRDH_1SDV_20250725T163002_20250725T163027_060242_077C8C_6445,VV,2025-07-25,eval,63
Richards Bay,S1A_IW_GRDH_1SDV_20250911T163003_20250911T163028_060942_079755_9E0D,VV,2025-09-11,eval,70
Richards Bay,S1A_IW_GRDH_1SDV_20251216T162959_20251216T163024_062342_07CECD_EF29,VV,2025-12-16,eval,84
Richards Bay,S1C_IW_GRDH_1SDV_20250920T031050_20250920T031118_004202_008574_3319,VV,2025-09-20,eval,105
Richards Bay,S1C_IW_GRDH_1SDV_20251002T031050_20251002T031117_004377_008ACD_BFF1,VV,2025-10-02,eval,125
Richards Bay,S1C_IW_GRDH_1SDV_20251119T031050_20251119T031117_005077_00A0F4_F122,VV,2025-11-19,eval,199
Rotterdam,S1A_IW_GRDH_1SDV_20250112T055841_20250112T055906_057407_07110D_854D,VH,2025-01-12,adapt,1642
Rotterdam,S1A_IW_GRDH_1SDV_20250217T055839_20250217T055904_057932_0725F5_9F4A,VH,2025-02-17,adapt,1233
Rotterdam,S1A_IW_GRDH_1SDV_20250418T055840_20250418T055905_058807_074958_2BFC,VH,2025-04-18,adapt,1530
Rotterdam,S1A_IW_GRDH_1SDV_20250711T055837_20250711T055902_060032_077547_699B,VH,2025-07-11,adapt,1438
Rotterdam,S1A_IW_GRDH_1SDV_20250909T055837_20250909T055902_060907_0795EC_8CC1,VH,2025-09-09,adapt,1393
Rotterdam,S1A_IW_GRDH_1SDV_20251027T055837_20251027T055902_061607_07B211_E251,VH,2025-10-27,eval,1202
Rotterdam,S1A_IW_GRDH_1SDV_20251120T055836_20251120T055901_061957_07BFB6_DC2D,VH,2025-11-20,eval,1358
Rotterdam,S1A_IW_GRDH_1SDV_20251202T055835_20251202T055900_062132_07C68A_27C0,VH,2025-12-02,eval,1383
Rotterdam,S1A_IW_GRDH_1SDV_20251214T055834_20251214T055859_062307_07CD62_B45A,VH,2025-12-14,eval,1464
Rotterdam,S1A_IW_GRDH_1SDV_20251226T055832_20251226T055857_062482_07D430_A244,VH,2025-12-26,eval,1334
Rotterdam,S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5,VH,2026-02-24,eval,1507
Rotterdam,S1A_IW_GRDH_1SDV_20250112T055841_20250112T055906_057407_07110D_854D,VV,2025-01-12,adapt,2328
Rotterdam,S1A_IW_GRDH_1SDV_20250217T055839_20250217T055904_057932_0725F5_9F4A,VV,2025-02-17,adapt,1649
Rotterdam,S1A_IW_GRDH_1SDV_20250418T055840_20250418T055905_058807_074958_2BFC,VV,2025-04-18,adapt,2472
Rotterdam,S1A_IW_GRDH_1SDV_20250711T055837_20250711T055902_060032_077547_699B,VV,2025-07-11,adapt,1540
Rotterdam,S1A_IW_GRDH_1SDV_20250909T055837_20250909T055902_060907_0795EC_8CC1,VV,2025-09-09,adapt,1466
Rotterdam,S1A_IW_GRDH_1SDV_20251027T055837_20251027T055902_061607_07B211_E251,VV,2025-10-27,eval,815
Rotterdam,S1A_IW_GRDH_1SDV_20251120T055836_20251120T055901_061957_07BFB6_DC2D,VV,2025-11-20,eval,1237
Rotterdam,S1A_IW_GRDH_1SDV_20251202T055835_20251202T055900_062132_07C68A_27C0,VV,2025-12-02,eval,1295
Rotterdam,S1A_IW_GRDH_1SDV_20251214T055834_20251214T055859_062307_07CD62_B45A,VV,2025-12-14,eval,1394
Rotterdam,S1A_IW_GRDH_1SDV_20251226T055832_20251226T055857_062482_07D430_A244,VV,2025-12-26,eval,1253
Rotterdam,S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5,VV,2026-02-24,eval,1492
Santos,S1A_IW_GRDH_1SDV_20250213T083110_20250213T083139_057875_0723AA_0832,VH,2025-02-13,adapt,128
Santos,S1A_IW_GRDH_1SDV_20250309T083110_20250309T083139_058225_0731F2_0C8F,VH,2025-03-09,adapt,139
Santos,S1C_IW_GRDH_1SDV_20250526T083012_20250526T083037_002499_00535A_A7A9,VH,2025-05-26,adapt,132
Santos,S1C_IW_GRDH_1SDV_20250607T083013_20250607T083038_002674_005863_339E,VH,2025-06-07,adapt,118
Santos,S1C_IW_GRDH_1SDV_20250619T083013_20250619T083038_002849_005D71_762B,VH,2025-06-19,adapt,124
Santos,S1C_IW_GRDH_1SDV_20250713T083015_20250713T083040_003199_006788_CF0A,VH,2025-07-13,adapt,160
Santos,S1C_IW_GRDH_1SDV_20250725T083016_20250725T083041_003374_006C9F_DCD2,VH,2025-07-25,adapt,159
Santos,S1C_IW_GRDH_1SDV_20250806T083016_20250806T083041_003549_0071C1_63F3,VH,2025-08-06,eval,226
Santos,S1C_IW_GRDH_1SDV_20250923T083018_20250923T083043_004249_0086DF_07F5,VH,2025-09-23,eval,155
Santos,S1C_IW_GRDH_1SDV_20251005T083018_20251005T083043_004424_008C38_8E9B,VH,2025-10-05,eval,150
Santos,S1C_IW_GRDH_1SDV_20251017T083018_20251017T083043_004599_009184_9E4E,VH,2025-10-17,eval,172
Santos,S1C_IW_GRDH_1SDV_20251110T083017_20251110T083042_004949_009CA9_3A13,VH,2025-11-10,eval,145
Santos,S1C_IW_GRDH_1SDV_20251204T083017_20251204T083042_005299_00A86E_347C,VH,2025-12-04,eval,85
Santos,S1C_IW_GRDH_1SDV_20251216T083016_20251216T083041_005474_00AE73_758D,VH,2025-12-16,eval,93
Santos,S1C_IW_GRDH_1SDV_20251228T083015_20251228T083040_005649_00B479_86EE,VH,2025-12-28,eval,84
Santos,S1A_IW_GRDH_1SDV_20250213T083110_20250213T083139_057875_0723AA_0832,VV,2025-02-13,adapt,221
Santos,S1A_IW_GRDH_1SDV_20250309T083110_20250309T083139_058225_0731F2_0C8F,VV,2025-03-09,adapt,294
Santos,S1C_IW_GRDH_1SDV_20250526T083012_20250526T083037_002499_00535A_A7A9,VV,2025-05-26,adapt,143
Santos,S1C_IW_GRDH_1SDV_20250607T083013_20250607T083038_002674_005863_339E,VV,2025-06-07,adapt,120
Santos,S1C_IW_GRDH_1SDV_20250619T083013_20250619T083038_002849_005D71_762B,VV,2025-06-19,adapt,163
Santos,S1C_IW_GRDH_1SDV_20250713T083015_20250713T083040_003199_006788_CF0A,VV,2025-07-13,adapt,152
Santos,S1C_IW_GRDH_1SDV_20250725T083016_20250725T083041_003374_006C9F_DCD2,VV,2025-07-25,adapt,148
Santos,S1C_IW_GRDH_1SDV_20250806T083016_20250806T083041_003549_0071C1_63F3,VV,2025-08-06,eval,223
Santos,S1C_IW_GRDH_1SDV_20250923T083018_20250923T083043_004249_0086DF_07F5,VV,2025-09-23,eval,229
Santos,S1C_IW_GRDH_1SDV_20251005T083018_20251005T083043_004424_008C38_8E9B,VV,2025-10-05,eval,708
Santos,S1C_IW_GRDH_1SDV_20251017T083018_20251017T083043_004599_009184_9E4E,VV,2025-10-17,eval,216
Santos,S1C_IW_GRDH_1SDV_20251110T083017_20251110T083042_004949_009CA9_3A13,VV,2025-11-10,eval,144
Santos,S1C_IW_GRDH_1SDV_20251204T083017_20251204T083042_005299_00A86E_347C,VV,2025-12-04,eval,88
Santos,S1C_IW_GRDH_1SDV_20251216T083016_20251216T083041_005474_00AE73_758D,VV,2025-12-16,eval,112
Santos,S1C_IW_GRDH_1SDV_20251228T083015_20251228T083040_005649_00B479_86EE,VV,2025-12-28,eval,86
Shanghai,S1A_IW_GRDH_1SDV_20250422T095504_20250422T095529_058868_074BDE_2A15,VH,2025-04-22,adapt,2391
Shanghai,S1A_IW_GRDH_1SDV_20250504T095504_20250504T095529_059043_0752E1_E126,VH,2025-05-04,adapt,2248
Shanghai,S1A_IW_GRDH_1SDV_20250516T095504_20250516T095529_059218_07592B_0FC8,VH,2025-05-16,adapt,2182
Shanghai,S1A_IW_GRDH_1SDV_20250528T095503_20250528T095528_059393_075F43_DC80,VH,2025-05-28,adapt,2137
Shanghai,S1A_IW_GRDH_1SDV_20250609T095503_20250609T095528_059568_07653B_1E66,VH,2025-06-09,adapt,2345
Shanghai,S1A_IW_GRDH_1SDV_20250621T095502_20250621T095527_059743_076B46_2434,VH,2025-06-21,adapt,2170
Shanghai,S1A_IW_GRDH_1SDV_20250715T095501_20250715T095526_060093_077760_4889,VH,2025-07-15,adapt,1678
Shanghai,S1A_IW_GRDH_1SDV_20250727T095501_20250727T095526_060268_077D68_FED2,VH,2025-07-27,adapt,1605
Shanghai,S1A_IW_GRDH_1SDV_20250808T095500_20250808T095525_060443_078391_5813,VH,2025-08-08,adapt,2034
Shanghai,S1A_IW_GRDH_1SDV_20250820T095500_20250820T095525_060618_078A74_9040,VH,2025-08-20,adapt,1918
Shanghai,S1A_IW_GRDH_1SDV_20250913T095501_20250913T095526_060968_07985B_0B8B,VH,2025-09-13,eval,1699
Shanghai,S1A_IW_GRDH_1SDV_20250925T095501_20250925T095526_061143_079F62_43F4,VH,2025-09-25,eval,1823
Shanghai,S1A_IW_GRDH_1SDV_20251007T095502_20251007T095527_061318_07A66F_9734,VH,2025-10-07,eval,2070
Shanghai,S1A_IW_GRDH_1SDV_20251019T095501_20251019T095526_061493_07AD75_C893,VH,2025-10-19,eval,1425
Shanghai,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,VH,2025-10-31,eval,1907
Shanghai,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,VH,2025-11-12,eval,1676
Shanghai,S1A_IW_GRDH_1SDV_20251124T095500_20251124T095525_062018_07C214_828E,VH,2025-11-24,eval,1726
Shanghai,S1A_IW_GRDH_1SDV_20251206T095458_20251206T095523_062193_07C8EB_18F6,VH,2025-12-06,eval,2005
Shanghai,S1A_IW_GRDH_1SDV_20251218T095457_20251218T095522_062368_07CFBE_85B2,VH,2025-12-18,eval,1983
Shanghai,S1A_IW_GRDH_1SDV_20251230T095456_20251230T095521_062543_07D685_E32F,VH,2025-12-30,eval,1813
Shanghai,S1A_IW_GRDH_1SDV_20250422T095504_20250422T095529_058868_074BDE_2A15,VV,2025-04-22,adapt,2590
Shanghai,S1A_IW_GRDH_1SDV_20250504T095504_20250504T095529_059043_0752E1_E126,VV,2025-05-04,adapt,2355
Shanghai,S1A_IW_GRDH_1SDV_20250516T095504_20250516T095529_059218_07592B_0FC8,VV,2025-05-16,adapt,2348
Shanghai,S1A_IW_GRDH_1SDV_20250528T095503_20250528T095528_059393_075F43_DC80,VV,2025-05-28,adapt,2294
Shanghai,S1A_IW_GRDH_1SDV_20250609T095503_20250609T095528_059568_07653B_1E66,VV,2025-06-09,adapt,2486
Shanghai,S1A_IW_GRDH_1SDV_20250621T095502_20250621T095527_059743_076B46_2434,VV,2025-06-21,adapt,2377
Shanghai,S1A_IW_GRDH_1SDV_20250715T095501_20250715T095526_060093_077760_4889,VV,2025-07-15,adapt,1648
Shanghai,S1A_IW_GRDH_1SDV_20250727T095501_20250727T095526_060268_077D68_FED2,VV,2025-07-27,adapt,1413
Shanghai,S1A_IW_GRDH_1SDV_20250808T095500_20250808T095525_060443_078391_5813,VV,2025-08-08,adapt,1890
Shanghai,S1A_IW_GRDH_1SDV_20250820T095500_20250820T095525_060618_078A74_9040,VV,2025-08-20,adapt,1790
Shanghai,S1A_IW_GRDH_1SDV_20250913T095501_20250913T095526_060968_07985B_0B8B,VV,2025-09-13,eval,1555
Shanghai,S1A_IW_GRDH_1SDV_20250925T095501_20250925T095526_061143_079F62_43F4,VV,2025-09-25,eval,1610
Shanghai,S1A_IW_GRDH_1SDV_20251007T095502_20251007T095527_061318_07A66F_9734,VV,2025-10-07,eval,1811
Shanghai,S1A_IW_GRDH_1SDV_20251019T095501_20251019T095526_061493_07AD75_C893,VV,2025-10-19,eval,1362
Shanghai,S1A_IW_GRDH_1SDV_20251031T095501_20251031T095526_061668_07B482_E582,VV,2025-10-31,eval,1769
Shanghai,S1A_IW_GRDH_1SDV_20251112T095500_20251112T095525_061843_07BB43_791B,VV,2025-11-12,eval,1562
Shanghai,S1A_IW_GRDH_1SDV_20251124T095500_20251124T095525_062018_07C214_828E,VV,2025-11-24,eval,1556
Shanghai,S1A_IW_GRDH_1SDV_20251206T095458_20251206T095523_062193_07C8EB_18F6,VV,2025-12-06,eval,1731
Shanghai,S1A_IW_GRDH_1SDV_20251218T095457_20251218T095522_062368_07CFBE_85B2,VV,2025-12-18,eval,1822
Shanghai,S1A_IW_GRDH_1SDV_20251230T095456_20251230T095521_062543_07D685_E32F,VV,2025-12-30,eval,1688
Singapore,S1A_IW_GRDH_1SDV_20250105T224813_20250105T224838_057315_070D6B_4F1E,VH,2025-01-05,adapt,1204
Singapore,S1A_IW_GRDH_1SDV_20250117T224812_20250117T224837_057490_071459_C3D3,VH,2025-01-17,adapt,1208
Singapore,S1A_IW_GRDH_1SDV_20250210T224811_20250210T224836_057840_072244_0469,VH,2025-02-10,adapt,1281
Singapore,S1A_IW_GRDH_1SDV_20250222T224810_20250222T224835_058015_072961_178E,VH,2025-02-22,adapt,1159
Singapore,S1A_IW_GRDH_1SDV_20250306T224811_20250306T224836_058190_07308D_CDA9,VH,2025-03-06,adapt,1206
Singapore,S1A_IW_GRDH_1SDV_20250318T224811_20250318T224836_058365_073771_B1C2,VH,2025-03-18,adapt,1167
Singapore,S1A_IW_GRDH_1SDV_20250330T224811_20250330T224836_058540_073E75_9F1A,VH,2025-03-30,adapt,1213
Singapore,S1A_IW_GRDH_1SDV_20250411T224811_20250411T224836_058715_07459E_9525,VH,2025-04-11,adapt,1196
Singapore,S1A_IW_GRDH_1SDV_20250423T224811_20250423T224836_058890_074CC9_8953,VH,2025-04-23,adapt,1240
Singapore,S1A_IW_GRDH_1SDV_20250505T224811_20250505T224836_059065_0753C1_B8EA,VH,2025-05-05,adapt,1252
Singapore,S1A_IW_GRDH_1SDV_20250609T112534_20250609T112559_059568_076545_1D7F,VH,2025-06-09,adapt,1157
Singapore,S1A_IW_GRDH_1SDV_20250715T112532_20250715T112557_060093_07776A_62D2,VH,2025-07-15,adapt,1187
Singapore,S1A_IW_GRDH_1SDV_20250821T224808_20250821T224833_060640_078B59_E798,VH,2025-08-21,eval,1147
Singapore,S1A_IW_GRDH_1SDV_20250902T224808_20250902T224833_060815_079241_9713,VH,2025-09-02,eval,1123
Singapore,S1A_IW_GRDH_1SDV_20250914T224808_20250914T224833_060990_079946_63DA,VH,2025-09-14,eval,1242
Singapore,S1A_IW_GRDH_1SDV_20250926T224808_20250926T224833_061165_07A04B_FD27,VH,2025-09-26,eval,1162
Singapore,S1A_IW_GRDH_1SDV_20251008T224809_20251008T224834_061340_07A75B_C1A5,VH,2025-10-08,eval,1118
Singapore,S1A_IW_GRDH_1SDV_20251020T224808_20251020T224833_061515_07AE62_BC0B,VH,2025-10-20,eval,1208
Singapore,S1A_IW_GRDH_1SDV_20251101T224808_20251101T224833_061690_07B564_1AD8,VH,2025-11-01,eval,1170
Singapore,S1A_IW_GRDH_1SDV_20251113T224807_20251113T224832_061865_07BC26_8BE5,VH,2025-11-13,eval,1234
Singapore,S1A_IW_GRDH_1SDV_20251125T224806_20251125T224831_062040_07C2F5_5BFA,VH,2025-11-25,eval,1260
Singapore,S1A_IW_GRDH_1SDV_20251207T224805_20251207T224830_062215_07C9D3_13F1,VH,2025-12-07,eval,1261
Singapore,S1A_IW_GRDH_1SDV_20251219T224804_20251219T224829_062390_07D0A3_DC5F,VH,2025-12-19,eval,1238
Singapore,S1A_IW_GRDH_1SDV_20251231T224803_20251231T224828_062565_07D762_CEEB,VH,2025-12-31,eval,1305
Singapore,S1A_IW_GRDH_1SDV_20250105T224813_20250105T224838_057315_070D6B_4F1E,VV,2025-01-05,adapt,1297
Singapore,S1A_IW_GRDH_1SDV_20250117T224812_20250117T224837_057490_071459_C3D3,VV,2025-01-17,adapt,1356
Singapore,S1A_IW_GRDH_1SDV_20250210T224811_20250210T224836_057840_072244_0469,VV,2025-02-10,adapt,1408
Singapore,S1A_IW_GRDH_1SDV_20250222T224810_20250222T224835_058015_072961_178E,VV,2025-02-22,adapt,1382
Singapore,S1A_IW_GRDH_1SDV_20250306T224811_20250306T224836_058190_07308D_CDA9,VV,2025-03-06,adapt,1496
Singapore,S1A_IW_GRDH_1SDV_20250318T224811_20250318T224836_058365_073771_B1C2,VV,2025-03-18,adapt,1303
Singapore,S1A_IW_GRDH_1SDV_20250330T224811_20250330T224836_058540_073E75_9F1A,VV,2025-03-30,adapt,1355
Singapore,S1A_IW_GRDH_1SDV_20250411T224811_20250411T224836_058715_07459E_9525,VV,2025-04-11,adapt,1404
Singapore,S1A_IW_GRDH_1SDV_20250423T224811_20250423T224836_058890_074CC9_8953,VV,2025-04-23,adapt,1566
Singapore,S1A_IW_GRDH_1SDV_20250505T224811_20250505T224836_059065_0753C1_B8EA,VV,2025-05-05,adapt,1478
Singapore,S1A_IW_GRDH_1SDV_20250609T112534_20250609T112559_059568_076545_1D7F,VV,2025-06-09,adapt,1374
Singapore,S1A_IW_GRDH_1SDV_20250715T112532_20250715T112557_060093_07776A_62D2,VV,2025-07-15,adapt,1510
Singapore,S1A_IW_GRDH_1SDV_20250821T224808_20250821T224833_060640_078B59_E798,VV,2025-08-21,eval,1206
Singapore,S1A_IW_GRDH_1SDV_20250902T224808_20250902T224833_060815_079241_9713,VV,2025-09-02,eval,1166
Singapore,S1A_IW_GRDH_1SDV_20250914T224808_20250914T224833_060990_079946_63DA,VV,2025-09-14,eval,1263
Singapore,S1A_IW_GRDH_1SDV_20250926T224808_20250926T224833_061165_07A04B_FD27,VV,2025-09-26,eval,1238
Singapore,S1A_IW_GRDH_1SDV_20251008T224809_20251008T224834_061340_07A75B_C1A5,VV,2025-10-08,eval,1148
Singapore,S1A_IW_GRDH_1SDV_20251020T224808_20251020T224833_061515_07AE62_BC0B,VV,2025-10-20,eval,1240
Singapore,S1A_IW_GRDH_1SDV_20251101T224808_20251101T224833_061690_07B564_1AD8,VV,2025-11-01,eval,1202
Singapore,S1A_IW_GRDH_1SDV_20251113T224807_20251113T224832_061865_07BC26_8BE5,VV,2025-11-13,eval,1244
Singapore,S1A_IW_GRDH_1SDV_20251125T224806_20251125T224831_062040_07C2F5_5BFA,VV,2025-11-25,eval,1315
Singapore,S1A_IW_GRDH_1SDV_20251207T224805_20251207T224830_062215_07C9D3_13F1,VV,2025-12-07,eval,1287
Singapore,S1A_IW_GRDH_1SDV_20251219T224804_20251219T224829_062390_07D0A3_DC5F,VV,2025-12-19,eval,1251
Singapore,S1A_IW_GRDH_1SDV_20251231T224803_20251231T224828_062565_07D762_CEEB,VV,2025-12-31,eval,1338
Sydney Botany,S1A_IW_GRDH_1SDV_20250109T190756_20250109T190821_057371_070FA6_03D6,VH,2025-01-09,adapt,135
Sydney Botany,S1A_IW_GRDH_1SDV_20250214T190754_20250214T190819_057896_07248A_4BF0,VH,2025-02-14,adapt,78
Sydney Botany,S1A_IW_GRDH_1SDV_20250310T190754_20250310T190819_058246_0732C7_AA66,VH,2025-03-10,adapt,98
Sydney Botany,S1A_IW_GRDH_1SDV_20250509T190755_20250509T190820_059121_0755D9_0C55,VH,2025-05-09,adapt,44
Sydney Botany,S1A_IW_GRDH_1SDV_20250521T190754_20250521T190819_059296_075BE6_A716,VH,2025-05-21,adapt,43
Sydney Botany,S1A_IW_GRDH_1SDV_20250602T190754_20250602T190819_059471_0761F8_4A83,VH,2025-06-02,adapt,47
Sydney Botany,S1A_IW_GRDH_1SDV_20250614T190753_20250614T190818_059646_0767EE_B1E0,VH,2025-06-14,adapt,41
Sydney Botany,S1A_IW_GRDH_1SDV_20250626T190753_20250626T190818_059821_076E01_58B5,VH,2025-06-26,adapt,45
Sydney Botany,S1A_IW_GRDH_1SDV_20250708T190752_20250708T190817_059996_07740F_E63A,VH,2025-07-08,adapt,42
Sydney Botany,S1A_IW_GRDH_1SDV_20250720T190751_20250720T190816_060171_077A13_1559,VH,2025-07-20,adapt,51
Sydney Botany,S1A_IW_GRDH_1SDV_20250801T190751_20250801T190816_060346_078019_953E,VH,2025-08-01,adapt,38
Sydney Botany,S1A_IW_GRDH_1SDV_20250813T190751_20250813T190816_060521_0786AA_88CA,VH,2025-08-13,eval,59
Sydney Botany,S1A_IW_GRDH_1SDV_20250825T190751_20250825T190816_060696_078D8D_4592,VH,2025-08-25,eval,46
Sydney Botany,S1A_IW_GRDH_1SDV_20250906T190751_20250906T190816_060871_07947B_EDC3,VH,2025-09-06,eval,43
Sydney Botany,S1A_IW_GRDH_1SDV_20250918T190752_20250918T190817_061046_079B83_BFBC,VH,2025-09-18,eval,49
Sydney Botany,S1A_IW_GRDH_1SDV_20250930T190752_20250930T190817_061221_07A294_DB4F,VH,2025-09-30,eval,44
Sydney Botany,S1A_IW_GRDH_1SDV_20251012T190752_20251012T190817_061396_07A99C_7947,VH,2025-10-12,eval,33
Sydney Botany,S1A_IW_GRDH_1SDV_20251024T190752_20251024T190817_061571_07B0A2_E5D2,VH,2025-10-24,eval,53
Sydney Botany,S1A_IW_GRDH_1SDV_20251105T190752_20251105T190817_061746_07B792_3E36,VH,2025-11-05,eval,46
Sydney Botany,S1A_IW_GRDH_1SDV_20251117T190751_20251117T190816_061921_07BE5B_1974,VH,2025-11-17,eval,46
Sydney Botany,S1A_IW_GRDH_1SDV_20251129T190750_20251129T190815_062096_07C52D_C156,VH,2025-11-29,eval,43
Sydney Botany,S1A_IW_GRDH_1SDV_20251211T190749_20251211T190814_062271_07CC01_6A6B,VH,2025-12-11,eval,48
Sydney Botany,S1A_IW_GRDH_1SDV_20251223T190747_20251223T190812_062446_07D2D3_0484,VH,2025-12-23,eval,47
Sydney Botany,S1A_IW_GRDH_1SDV_20250109T190756_20250109T190821_057371_070FA6_03D6,VV,2025-01-09,adapt,322
Sydney Botany,S1A_IW_GRDH_1SDV_20250214T190754_20250214T190819_057896_07248A_4BF0,VV,2025-02-14,adapt,198
Sydney Botany,S1A_IW_GRDH_1SDV_20250310T190754_20250310T190819_058246_0732C7_AA66,VV,2025-03-10,adapt,382
Sydney Botany,S1A_IW_GRDH_1SDV_20250509T190755_20250509T190820_059121_0755D9_0C55,VV,2025-05-09,adapt,91
Sydney Botany,S1A_IW_GRDH_1SDV_20250521T190754_20250521T190819_059296_075BE6_A716,VV,2025-05-21,adapt,63
Sydney Botany,S1A_IW_GRDH_1SDV_20250602T190754_20250602T190819_059471_0761F8_4A83,VV,2025-06-02,adapt,103
Sydney Botany,S1A_IW_GRDH_1SDV_20250614T190753_20250614T190818_059646_0767EE_B1E0,VV,2025-06-14,adapt,98
Sydney Botany,S1A_IW_GRDH_1SDV_20250626T190753_20250626T190818_059821_076E01_58B5,VV,2025-06-26,adapt,149
Sydney Botany,S1A_IW_GRDH_1SDV_20250708T190752_20250708T190817_059996_07740F_E63A,VV,2025-07-08,adapt,82
Sydney Botany,S1A_IW_GRDH_1SDV_20250720T190751_20250720T190816_060171_077A13_1559,VV,2025-07-20,adapt,72
Sydney Botany,S1A_IW_GRDH_1SDV_20250801T190751_20250801T190816_060346_078019_953E,VV,2025-08-01,adapt,42
Sydney Botany,S1A_IW_GRDH_1SDV_20250813T190751_20250813T190816_060521_0786AA_88CA,VV,2025-08-13,eval,96
Sydney Botany,S1A_IW_GRDH_1SDV_20250825T190751_20250825T190816_060696_078D8D_4592,VV,2025-08-25,eval,134
Sydney Botany,S1A_IW_GRDH_1SDV_20250906T190751_20250906T190816_060871_07947B_EDC3,VV,2025-09-06,eval,87
