fold,product_id,object_id,added_class,tier,t1_status,t2_status,t1_mmsi,t2_mmsi,t1_distance_m,t1_abs_dt_s,already_in_frozen
Shanghai,S1A_IW_GRDH_1SDV_20251226T055832_20251226T055857_062482_07D430_A244,"S1A_IW_GRDH_1SDV_20251226T055832_20251226T055857_062482_07D430_A244|VV|[16128, 3840]|det_00010",tug_towing,A2,unique_candidate,unique_candidate,244830813,244830813,51.976425829505935,69.0,1
Shanghai,S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1,"S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1|VH|[3840, 1792]|det_00000",fishing_vessel,A2,unique_candidate,unique_candidate,422673500,422673500,56.4745911038528,37.0,1
Shanghai,S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1,"S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1|VH|[5888, 7936]|det_00035",tug_towing,A2,unique_candidate,unique_candidate,377484000,377484000,37.785027084443804,65.0,1
Shanghai,S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1,"S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1|VH|[5888, 9984]|det_00016",tug_towing,A2,unique_candidate,unique_candidate,636025006,636025006,102.92143669374424,75.0,1
Shanghai,S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1,"S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1|VH|[14080, 12032]|det_00048",tug_towing,A2,unique_candidate,unique_candidate,245048000,245048000,32.594385403235535,8.0,0
Shanghai,S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1,"S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1|VH|[14080, 12032]|det_00149",tug_towing,A2,unique_candidate,ambiguous,245048000,,65.17371059294351,108.0,0
Shanghai,S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1,"S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1|VV|[3840, 3840]|det_00020",fishing_vessel,A2,no_candidate,unique_candidate,,422349176,,,0
Shanghai,S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1,"S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1|VV|[5888, 9984]|det_00009",tug_towing,A2,no_candidate,unique_candidate,,636025006,,,0
Shanghai,S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1,"S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1|VV|[7936, 16128]|det_00006",tug_towing,A2,unique_candidate,unique_candidate,470655000,470655000,76.47300892085234,11.0,1
Shanghai,S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1,"S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1|VV|[14080, 12032]|det_00057",tug_towing,A2,unique_candidate,ambiguous,245048000,,85.3973933748734,108.0,0
Shanghai,S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1,"S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1|VV|[16128, 7936]|det_00085",tug_towing,A2,no_candidate,unique_candidate,,564164000,,,0
Shanghai,S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1,"S1A_IW_GRDH_1SDV_20251227T142459_20251227T142524_062502_07D505_24C1|VV|[20224, 3840]|det_00004",tug_towing,A2,unique_candidate,unique_candidate,422080500,422080500,81.69046044994437,73.0,1
Shanghai,S1A_IW_GRDH_1SDV_20260104T113402_20260104T113427_062617_07D969_8415,"S1A_IW_GRDH_1SDV_20260104T113402_20260104T113427_062617_07D969_8415|VH|[16128, 3840]|det_00041",tug_towing,A2,unique_candidate,ambiguous,525200817,,47.59866365918499,173.0,0
Shanghai,S1A_IW_GRDH_1SDV_20260104T113402_20260104T113427_062617_07D969_8415,"S1A_IW_GRDH_1SDV_20260104T113402_20260104T113427_062617_07D969_8415|VH|[18176, 1792]|det_00003",tug_towing,A2,unique_candidate,unique_candidate,533170317,533170317,87.34547340721306,6.0,1
Shanghai,S1A_IW_GRDH_1SDV_20260104T113402_20260104T113427_062617_07D969_8415,"S1A_IW_GRDH_1SDV_20260104T113402_20260104T113427_062617_07D969_8415|VH|[18176, 16128]|det_00003",tug_towing,A2,unique_candidate,unique_candidate,520003580,520003580,30.868099548338936,61.0,1
Shanghai,S1A_IW_GRDH_1SDV_20260104T113402_20260104T113427_062617_07D969_8415,"S1A_IW_GRDH_1SDV_20260104T113402_20260104T113427_062617_07D969_8415|VV|[24320, 12032]|det_00016",fishing_vessel,A2,no_candidate,unique_candidate,,525000320,,,1
Shanghai,S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5,"S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5|VH|[1792, 7936]|det_00001",tug_towing,A2,unique_candidate,unique_candidate,311049200,311049200,44.042717198903695,104.0,1
Shanghai,S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5,"S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5|VH|[7936, 9984]|det_00007",tug_towing,A2,unique_candidate,unique_candidate,244830809,244830809,43.002818112984286,56.0,1
Shanghai,S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5,"S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5|VH|[9984, 14080]|det_00007",tug_towing,A2,unique_candidate,unique_candidate,244120000,244120000,117.93228263224347,70.0,0
Shanghai,S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5,"S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5|VH|[12032, 14080]|det_00112",fishing_vessel,A2,no_candidate,unique_candidate,,244860699,,,0
Shanghai,S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5,"S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5|VH|[14080, 3840]|det_00032",tug_towing,A2,unique_candidate,unique_candidate,244830813,244830813,56.88391446622229,122.0,1
Shanghai,S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5,"S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5|VH|[14080, 14080]|det_00106",fishing_vessel,A2,unique_candidate,ambiguous,244873000,,97.0920692187717,57.0,1
Shanghai,S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5,"S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5|VH|[22272, 3840]|det_00001",tug_towing,A2,no_candidate,unique_candidate,,244710165,,,1
Shanghai,S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5,"S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5|VV|[1792, 7936]|det_00011",tug_towing,A2,unique_candidate,unique_candidate,311049200,311049200,31.842940999109924,104.0,1
Shanghai,S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5,"S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5|VV|[9984, 14080]|det_00029",fishing_vessel,A2,no_candidate,unique_candidate,,244860699,,,0
Shanghai,S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5,"S1A_IW_GRDH_1SDV_20260224T055828_20260224T055853_063357_07F51A_CAA5|VV|[14080, 14080]|det_00104",fishing_vessel,A2,unique_candidate,ambiguous,244873000,,86.33902601132586,57.0,1
Shanghai,S1C_IW_GRDH_1SDV_20250814T021436_20250814T021501_003662_00752F_F0F2,"S1C_IW_GRDH_1SDV_20250814T021436_20250814T021501_003662_00752F_F0F2|VH|[3840, 16128]|det_00032",tug_towing,A2,no_candidate,unique_candidate,,470482000,,,0
Shanghai,S1C_IW_GRDH_1SDV_20250814T021436_20250814T021501_003662_00752F_F0F2,"S1C_IW_GRDH_1SDV_20250814T021436_20250814T021501_003662_00752F_F0F2|VH|[5888, 14080]|det_00065",tug_towing,A2,no_candidate,unique_candidate,,470655000,,,0
Shanghai,S1C_IW_GRDH_1SDV_20250814T021436_20250814T021501_003662_00752F_F0F2,"S1C_IW_GRDH_1SDV_20250814T021436_20250814T021501_003662_00752F_F0F2|VH|[14080, 5888]|det_00033",tug_towing,A2,unique_candidate,unique_candidate,470677000,470677000,75.91913621645664,44.0,1
Shanghai,S1C_IW_GRDH_1SDV_20250814T021436_20250814T021501_003662_00752F_F0F2,"S1C_IW_GRDH_1SDV_20250814T021436_20250814T021501_003662_00752F_F0F2|VV|[3840, 3840]|det_00007",tug_towing,A2,no_candidate,unique_candidate,,377484000,,,1
Shanghai,S1C_IW_GRDH_1SDV_20250814T021436_20250814T021501_003662_00752F_F0F2,"S1C_IW_GRDH_1SDV_20250814T021436_20250814T021501_003662_00752F_F0F2|VV|[5888, 14080]|det_00011",tug_towing,A2,unique_candidate,unique_candidate,470655000,470655000,2.32090960168614,42.0,1
Shanghai,S1C_IW_GRDH_1SDV_20250814T021436_20250814T021501_003662_00752F_F0F2,"S1C_IW_GRDH_1SDV_20250814T021436_20250814T021501_003662_00752F_F0F2|VV|[14080, 3840]|det_00022",tug_towing,A2,unique_candidate,unique_candidate,620999530,620999530,134.4387305334375,162.0,1
Shanghai,S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629,"S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629|VH|[3840, 3840]|det_00034",tug_towing,A2,unique_candidate,ambiguous,377484000,,68.36554149870194,65.0,1
Shanghai,S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629,"S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629|VH|[5888, 9984]|det_00012",tug_towing,A2,unique_candidate,unique_candidate,470144000,470144000,109.42595681132703,14.0,0
Shanghai,S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629,"S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629|VH|[12032, 5888]|det_00014",tug_towing,A2,unique_candidate,unique_candidate,636025160,636025160,94.01956449334463,9.0,1
Shanghai,S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629,"S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629|VH|[12032, 5888]|det_00029",tug_towing,A2,unique_candidate,unique_candidate,470677000,470677000,116.75825082952902,168.0,0
Shanghai,S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629,"S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629|VH|[12032, 5888]|det_00079",tug_towing,A2,unique_candidate,unique_candidate,470677000,470677000,63.929701920719,38.0,1
Shanghai,S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629,"S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629|VV|[1792, 7936]|det_00001",tug_towing,A2,unique_candidate,unique_candidate,636020123,636020123,124.653736666547,112.0,1
Shanghai,S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629,"S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629|VV|[3840, 9984]|det_00001",tug_towing,A2,unique_candidate,unique_candidate,470144000,470144000,64.1993106820112,57.0,0
Shanghai,S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629,"S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629|VV|[12032, 5888]|det_00080",tug_towing,A2,no_candidate,unique_candidate,,636025160,,,0
Shanghai,S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629,"S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629|VV|[12032, 5888]|det_00096",tug_towing,A2,unique_candidate,unique_candidate,470677000,470677000,51.520821072809674,38.0,1
Shanghai,S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629,"S1C_IW_GRDH_1SDV_20251013T021438_20251013T021503_004537_008FA6_7629|VV|[24320, 7936]|det_00043",tug_towing,A2,no_candidate,unique_candidate,,470964000,,,0
Shanghai,S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,"S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3|VH|[0, 14080]|det_00006",tug_towing,A2,unique_candidate,unique_candidate,636020123,636020123,7.475620027190909,60.0,1
Shanghai,S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,"S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3|VH|[3840, 1792]|det_00003",tug_towing,A2,unique_candidate,unique_candidate,422054900,422054900,92.77087569651275,44.0,1
Shanghai,S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,"S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3|VH|[3840, 3840]|det_00029",tug_towing,A2,no_candidate,unique_candidate,,377484000,,,0
Shanghai,S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,"S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3|VH|[3840, 3840]|det_00030",tug_towing,A2,no_candidate,unique_candidate,,377484000,,,0
Shanghai,S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,"S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3|VH|[12032, 5888]|det_00034",tug_towing,A2,unique_candidate,unique_candidate,636025160,636025160,77.88729216979853,4.0,1
Shanghai,S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,"S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3|VH|[12032, 5888]|det_00035",tug_towing,A2,no_candidate,unique_candidate,,636025160,,,0
Shanghai,S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,"S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3|VH|[12032, 7936]|det_00023",tug_towing,A2,unique_candidate,ambiguous,245048000,,137.8813164255848,133.0,1
Shanghai,S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,"S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3|VH|[14080, 1792]|det_00013",tug_towing,A2,unique_candidate,unique_candidate,470144000,470144000,105.86653440267104,3.0,1
Shanghai,S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,"S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3|VV|[0, 14080]|det_00006",tug_towing,A2,unique_candidate,unique_candidate,636020123,636020123,13.375720368607357,60.0,1
Shanghai,S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,"S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3|VV|[3840, 1792]|det_00014",tug_towing,A2,unique_candidate,unique_candidate,422054900,422054900,94.56799838940042,44.0,1
Shanghai,S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,"S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3|VV|[3840, 3840]|det_00011",tug_towing,A2,no_candidate,unique_candidate,,377484000,,,0
Shanghai,S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,"S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3|VV|[3840, 3840]|det_00029",tug_towing,A2,no_candidate,unique_candidate,,377484000,,,1
Shanghai,S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,"S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3|VV|[3840, 3840]|det_00030",tug_towing,A2,no_candidate,unique_candidate,,377484000,,,0
Shanghai,S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,"S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3|VV|[3840, 3840]|det_00044",tug_towing,A2,no_candidate,unique_candidate,,377484000,,,0
Shanghai,S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,"S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3|VV|[3840, 3840]|det_00046",tug_towing,A2,no_candidate,unique_candidate,,377484000,,,0
Shanghai,S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,"S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3|VV|[12032, 7936]|det_00022",tug_towing,A2,unique_candidate,ambiguous,245048000,,60.631066112791316,92.0,0
Shanghai,S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,"S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3|VV|[12032, 7936]|det_00079",tug_towing,A2,no_candidate,unique_candidate,,245048000,,,0
Shanghai,S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,"S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3|VV|[14080, 1792]|det_00004",tug_towing,A2,no_candidate,unique_candidate,,470144000,,,0
Shanghai,S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3,"S1C_IW_GRDH_1SDV_20251106T021437_20251106T021502_004887_009A94_6EF3|VV|[14080, 1792]|det_00013",tug_towing,A2,unique_candidate,unique_candidate,470144000,470144000,103.45628151700183,3.0,1
Shanghai,S1C_IW_GRDH_1SDV_20251130T021436_20251130T021501_005237_00A653_4A11,"S1C_IW_GRDH_1SDV_20251130T021436_20251130T021501_005237_00A653_4A11|VH|[3840, 1792]|det_00005",tug_towing,A2,unique_candidate,unique_candidate,422054900,422054900,92.59907539407051,40.0,1
Shanghai,S1C_IW_GRDH_1SDV_20251130T021436_20251130T021501_005237_00A653_4A11,"S1C_IW_GRDH_1SDV_20251130T021436_20251130T021501_005237_00A653_4A11|VH|[3840, 12032]|det_00004",tug_towing,A2,unique_candidate,unique_candidate,636025085,636025085,78.82134708323268,19.0,1
Shanghai,S1C_IW_GRDH_1SDV_20251130T021436_20251130T021501_005237_00A653_4A11,"S1C_IW_GRDH_1SDV_20251130T021436_20251130T021501_005237_00A653_4A11|VH|[12032, 7936]|det_00019",tug_towing,A2,unique_candidate,ambiguous,245048000,,142.68811372282786,174.0,0
Shanghai,S1C_IW_GRDH_1SDV_20251130T021436_20251130T021501_005237_00A653_4A11,"S1C_IW_GRDH_1SDV_20251130T021436_20251130T021501_005237_00A653_4A11|VH|[18176, 1792]|det_00009",tug_towing,A2,unique_candidate,ambiguous,246862000,,50.52076820351537,138.0,0
Shanghai,S1C_IW_GRDH_1SDV_20251130T021436_20251130T021501_005237_00A653_4A11,"S1C_IW_GRDH_1SDV_20251130T021436_20251130T021501_005237_00A653_4A11|VV|[3840, 12032]|det_00003",tug_towing,A2,no_candidate,unique_candidate,,636025085,,,1
Shanghai,S1C_IW_GRDH_1SDV_20251130T021436_20251130T021501_005237_00A653_4A11,"S1C_IW_GRDH_1SDV_20251130T021436_20251130T021501_005237_00A653_4A11|VV|[14080, 5888]|det_00014",tug_towing,A2,unique_candidate,unique_candidate,620999530,620999530,127.245723801972,146.0,1
PortKlang,S1A_IW_GRDH_1SDV_20250101T142509_20250101T142534_057252_070AF6_8BC8,"S1A_IW_GRDH_1SDV_20250101T142509_20250101T142534_057252_070AF6_8BC8|VH|[7936, 18176]|det_00014",tug_towing,A2,unique_candidate,unique_candidate,470915000,470915000,120.77066012384527,146.0,0
PortKlang,S1A_IW_GRDH_1SDV_20250101T142509_20250101T142534_057252_070AF6_8BC8,"S1A_IW_GRDH_1SDV_20250101T142509_20250101T142534_057252_070AF6_8BC8|VH|[7936, 18176]|det_00049",tug_towing,A2,unique_candidate,unique_candidate,470915000,470915000,25.003418091276114,95.0,0
PortKlang,S1A_IW_GRDH_1SDV_20250101T142509_20250101T142534_057252_070AF6_8BC8,"S1A_IW_GRDH_1SDV_20250101T142509_20250101T142534_057252_070AF6_8BC8|VH|[7936, 18176]|det_00097",tug_towing,A2,no_candidate,unique_candidate,,470915000,,,0
PortKlang,S1A_IW_GRDH_1SDV_20250101T142509_20250101T142534_057252_070AF6_8BC8,"S1A_IW_GRDH_1SDV_20250101T142509_20250101T142534_057252_070AF6_8BC8|VH|[9984, 12032]|det_00014",tug_towing,A2,no_candidate,unique_candidate,,370023000,,,0
PortKlang,S1A_IW_GRDH_1SDV_20250101T142509_20250101T142534_057252_070AF6_8BC8,"S1A_IW_GRDH_1SDV_20250101T142509_20250101T142534_057252_070AF6_8BC8|VH|[9984, 12032]|det_00017",tug_towing,A2,unique_candidate,unique_candidate,370023000,370023000,66.97852951041058,28.0,0
PortKlang,S1A_IW_GRDH_1SDV_20250101T142509_20250101T142534_057252_070AF6_8BC8,"S1A_IW_GRDH_1SDV_20250101T142509_20250101T142534_057252_070AF6_8BC8|VH|[12032, 14080]|det_00007",dredger,A2,unique_candidate,unique_candidate,253109000,253109000,58.90683469567005,146.0,1
PortKlang,S1A_IW_GRDH_1SDV_20250101T142509_20250101T142534_057252_070AF6_8BC8,"S1A_IW_GRDH_1SDV_20250101T142509_20250101T142534_057252_070AF6_8BC8|VV|[5888, 16128]|det_00022",tug_towing,A2,no_candidate,unique_candidate,,470915000,,,0
PortKlang,S1A_IW_GRDH_1SDV_20250101T142509_20250101T142534_057252_070AF6_8BC8,"S1A_IW_GRDH_1SDV_20250101T142509_20250101T142534_057252_070AF6_8BC8|VV|[9984, 12032]|det_00011",tug_towing,A2,unique_candidate,unique_candidate,370023000,370023000,120.8277682501771,129.0,1
PortKlang,S1A_IW_GRDH_1SDV_20250101T142509_20250101T142534_057252_070AF6_8BC8,"S1A_IW_GRDH_1SDV_20250101T142509_20250101T142534_057252_070AF6_8BC8|VV|[12032, 14080]|det_00008",dredger,A2,unique_candidate,unique_candidate,253109000,253109000,51.17326349885122,146.0,1
PortKlang,S1A_IW_GRDH_1SDV_20250101T142509_20250101T142534_057252_070AF6_8BC8,"S1A_IW_GRDH_1SDV_20250101T142509_20250101T142534_057252_070AF6_8BC8|VV|[16128, 7936]|det_00026",tug_towing,A2,unique_candidate,unique_candidate,312019000,312019000,116.44917439470989,149.0,1
PortKlang,S1A_IW_GRDH_1SDV_20250108T141656_20250108T141721_057354_070EF9_747A,"S1A_IW_GRDH_1SDV_20250108T141656_20250108T141721_057354_070EF9_747A|VH|[5888, 12032]|det_00114",dredger,A2,no_candidate,unique_candidate,,370909000,,,0
PortKlang,S1A_IW_GRDH_1SDV_20250108T141656_20250108T141721_057354_070EF9_747A,"S1A_IW_GRDH_1SDV_20250108T141656_20250108T141721_057354_070EF9_747A|VV|[9984, 9984]|det_00001",product_chemical_tanker,A2,unique_candidate,unique_candidate,477257400,477257400,67.38148260028964,20.0,1
PortKlang,S1A_IW_GRDH_1SDV_20250113T142508_20250113T142533_057427_0711E2_2089,"S1A_IW_GRDH_1SDV_20250113T142508_20250113T142533_057427_0711E2_2089|VH|[5888, 5888]|det_00017",tug_towing,A2,unique_candidate,ambiguous,377484000,,42.51733262748431,129.0,1
PortKlang,S1A_IW_GRDH_1SDV_20250113T142508_20250113T142533_057427_0711E2_2089,"S1A_IW_GRDH_1SDV_20250113T142508_20250113T142533_057427_0711E2_2089|VH|[5888, 12032]|det_00000",tug_towing,A2,no_candidate,unique_candidate,,470144000,,,0
PortKlang,S1A_IW_GRDH_1SDV_20250113T142508_20250113T142533_057427_0711E2_2089,"S1A_IW_GRDH_1SDV_20250113T142508_20250113T142533_057427_0711E2_2089|VH|[5888, 12032]|det_00004",tug_towing,A2,unique_candidate,unique_candidate,470144000,470144000,86.79900376478251,58.0,1
PortKlang,S1A_IW_GRDH_1SDV_20250113T142508_20250113T142533_057427_0711E2_2089,"S1A_IW_GRDH_1SDV_20250113T142508_20250113T142533_057427_0711E2_2089|VH|[7936, 14080]|det_00002",dredger,A2,no_candidate,unique_candidate,,246351000,,,0
PortKlang,S1A_IW_GRDH_1SDV_20250113T142508_20250113T142533_057427_0711E2_2089,"S1A_IW_GRDH_1SDV_20250113T142508_20250113T142533_057427_0711E2_2089|VH|[7936, 18176]|det_00032",tug_towing,A2,unique_candidate,ambiguous,235073785,,60.66887220745971,176.0,0
PortKlang,S1A_IW_GRDH_1SDV_20250113T142508_20250113T142533_057427_0711E2_2089,"S1A_IW_GRDH_1SDV_20250113T142508_20250113T142533_057427_0711E2_2089|VV|[5888, 12032]|det_00000",tug_towing,A2,no_candidate,unique_candidate,,470144000,,,0
PortKlang,S1A_IW_GRDH_1SDV_20250113T142508_20250113T142533_057427_0711E2_2089,"S1A_IW_GRDH_1SDV_20250113T142508_20250113T142533_057427_0711E2_2089|VV|[5888, 12032]|det_00009",tug_towing,A2,unique_candidate,unique_candidate,470144000,470144000,68.8089757469607,58.0,1
PortKlang,S1A_IW_GRDH_1SDV_20250113T142508_20250113T142533_057427_0711E2_2089,"S1A_IW_GRDH_1SDV_20250113T142508_20250113T142533_057427_0711E2_2089|VV|[20224, 1792]|det_00013",product_chemical_tanker,A2,no_candidate,unique_candidate,,750921000,,,0
PortKlang,S1A_IW_GRDH_1SDV_20250113T142508_20250113T142533_057427_0711E2_2089,"S1A_IW_GRDH_1SDV_20250113T142508_20250113T142533_057427_0711E2_2089|VV|[20224, 3840]|det_00005",tug_towing,A2,no_candidate,unique_candidate,,422080500,,,0
PortKlang,S1A_IW_GRDH_1SDV_20250113T142508_20250113T142533_057427_0711E2_2089,"S1A_IW_GRDH_1SDV_20250113T142508_20250113T142533_057427_0711E2_2089|VV|[20224, 3840]|det_00011",tug_towing,A2,no_candidate,unique_candidate,,422080500,,,1
PortKlang,S1A_IW_GRDH_1SDV_20250120T141655_20250120T141720_057529_0715E8_27AA,"S1A_IW_GRDH_1SDV_20250120T141655_20250120T141720_057529_0715E8_27AA|VH|[12032, 9984]|det_00005",tug_towing,A2,unique_candidate,unique_candidate,249064000,249064000,26.02993314721134,48.0,1
PortKlang,S1A_IW_GRDH_1SDV_20250120T141655_20250120T141720_057529_0715E8_27AA,"S1A_IW_GRDH_1SDV_20250120T141655_20250120T141720_057529_0715E8_27AA|VV|[12032, 9984]|det_00000",tug_towing,A2,no_candidate,unique_candidate,,249064000,,,0
PortKlang,S1A_IW_GRDH_1SDV_20250120T141655_20250120T141720_057529_0715E8_27AA,"S1A_IW_GRDH_1SDV_20250120T141655_20250120T141720_057529_0715E8_27AA|VV|[12032, 9984]|det_00003",tug_towing,A2,unique_candidate,unique_candidate,249064000,249064000,8.892890079587621,48.0,1
PortKlang,S1A_IW_GRDH_1SDV_20250125T142507_20250125T142532_057602_0718D6_9C14,"S1A_IW_GRDH_1SDV_20250125T142507_20250125T142532_057602_0718D6_9C14|VH|[5888, 16128]|det_00005",tug_towing,A2,unique_candidate,unique_candidate,470413000,470413000,91.79713927688219,43.0,1
